id	title	name_src	type	aat_type	parent	close_match
13572	Puquina	alcedo	pueblo	towns	Corregimiento de Moquehua	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000125]
13573	Puquios	alcedo	pueblo	towns	Corregimiento de Copiapó	
13574	Purace	alcedo	pueblo	towns	Popayán	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600198]
13575	Purapel	alcedo	rio	rivers	Reyno de Chile	
13576	Purara	alcedo	pueblo	towns	Corregimiento de Caxamarquilla	
13577	Purasicas	alcedo	nación de indios	cultural groups	los Chiquitos	
13578	Purbachi	alcedo	pueblo	towns	Reyno del Nueva Vizcaya	
13579	Purei	alcedo	pueblo	towns		
13580	Puren	alcedo	pueblo	towns	Reyno de Chile	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000373]
13581	Puren	alcedo	laguna	lagoons		
13582	Puren	alcedo	valle	valleys		
13583	Puri	alcedo	pueblo	towns	Darien	
13584	Puribi	alcedo	rio	rivers		
13585	Purica	alcedo	montaña	mountains	Sonora	
13586	Puricosa	alcedo	rio	rivers	Jaén de Bracamoros	
13587	Purificacion	alcedo	villa	towns	Neiva	
13588	Purificacion	alcedo	pueblo	towns	Tezcoco	
13589	Purificacion	alcedo	alcaldía mayor	inhabited places	Teotihuacan	
13590	Purificacion	alcedo	alcaldía mayor	inhabited places	Tepeaca	
13591	Purificacion	alcedo	pueblo	towns	Venezuela	
13592	Purnio	alcedo	pueblo	towns	Mariquita	
13593	Purio	alcedo	rio	rivers	Veragua	
13594	Purrisburg	alcedo	ciudad	citys		
13595	Puru	alcedo	rio	rivers		
13596	Puruai	alcedo	pueblo	towns	Corregimiento de Conchucos	
13597	Puruai	alcedo	rio	rivers		
13598	Puruandiro	alcedo	pueblo	towns	Valladolid	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1000136]
13599	Puruayes	alcedo	nacion	nations	Reyno de Quito	
13600	Puruchucu	alcedo	pueblo	towns	Corregimiento de Canta	
13601	Puruei	alcedo	rio	rivers	la Guayana ó Nueva Andalucía	
13602	Purugotos	alcedo	nación de indios	cultural groups		
13603	Purumauca	alcedo	reyno	kingdoms	Reyno de Chile	
13604	Purun	alcedo	laguna	lagoons	Corregimiento de Canta	
13605	Purunchequaro	alcedo	pueblo	towns	Valladolid	
13606	Purupii	alcedo	pueblo	towns	Brazil	
13607	Purus	alcedo	rio	rivers		
13608	Purutun	alcedo	pueblo	towns	Corregimiento de Quillota	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000244]
13609	Pusi	alcedo	pueblo	towns	Corregimiento de Asangaro	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000190]
13610	Putagan	alcedo	rio	rivers	Corregimiento de Maule	
13611	Putaendo	alcedo	valle	valleys	Corregimiento de Quillota	
13612	Putes	alcedo	pueblo	towns	Popayán	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600561]
13613	Putlca	alcedo	pueblo	towns	Perú	
13614	Putina	alcedo	pueblo	towns	Corregimiento de Asangaro	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000511]
13615	Putinsa	alcedo	pueblo	towns	Corregimiento de Yauyos	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000935]
13616	Putugantir	alcedo	provincia	provinces	Reyno de Tierra Firme	
13617	Putumayo	alcedo	rio	rivers	Reyno dPerú	
13618	Putumayo	alcedo	pueblo	towns	Mainas	
13619	Puxaqueran	alcedo	pueblo	towns	Zamora	
13620	Puxmecatan	alcedo	pueblo	towns	Villalta	
13621	Puyegue	alcedo	laguna	lagoons		
13622	Puyuc	alcedo	rio	rivers		
13623	Puyzocas	alcedo	nación de indios	cultural groups	Reyno dPerú	
13624	Quachichiles	alcedo	nación de indios	cultural groups	Nueva España	
13625	Quade	alcedo	cabo	capes		
13626	Quadoghe	alcedo	pueblo	towns		
13627	Quahuacan	alcedo	provincia	provinces		
13628	Quanaxtitlan	alcedo	pueblo	towns	Tlapa	
13629	Quanesee	alcedo	pueblo	towns		
13630	Quannes	alcedo	ciudad	citys		
13631	Quapan	alcedo	pueblo	towns	Cholula	
13632	Quappilollan	alcedo	provincia	provinces		
13633	Quaquacuyutir	alcedo			Buenos Ayres	
13634	Quaquala	alcedo	pueblo	towns	Cuquio	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1000453]
13635	Quaques	alcedo	ensenada	inlets	Esmeraldas	
13636	Quara	alcedo	isla	islands	Isla y Gobierno de la Trinidad	
13637	Quaravaguazanas	alcedo	nacion	nations		
13638	Quarci	alcedo	rio	rivers	Buenos Ayres	
13639	Quareporique	alcedo	rio	rivers	Paraguay	
13640	Quarequa	alcedo	reyno	kingdoms	Reyno de Tierra Firme	
13641	Quarto	alcedo	rio	rivers	Tucumán	
13642	Quatepec	alcedo	pueblo	towns	Malinalco	
13643	Quatro	alcedo				
13644	Quauhnahuac	alcedo			Marquesado del Valle	
13645	Quauhquecholla	alcedo				
13646	Quauhquetzpaltepec	alcedo	pueblo	towns	Pánuco	
13647	Quauhquetzpaltepec	alcedo	rio	rivers		
13648	Quauhtitlan	alcedo	pueblo	towns	Nueva España	
13649	Quauhtinchan	alcedo	pueblo	towns	Tepeaca	
13650	Quauhtocho	alcedo	mar	seas	Nueva España	
13651	Quautlotlatzala	alcedo	pueblo	towns	Tlapa	
13652	Quautlamayan	alcedo	pueblo	towns		
13653	Quautlazinco	alcedo	pueblo	towns	Cholula	
13654	Quaxinicuilapa	alcedo	pueblo	towns	Reyno de Guatemala	
13655	Quazintla	alcedo	pueblo	towns	Papantla	
13656	Quazoquitengo	alcedo	pueblo	towns	Tlapa	
13657	Quchucabi	alcedo	reyno	kingdoms	Reyno de Chile	
13658	Que	alcedo	valle	valleys	Corregimiento de Coquimbo	
13659	Queaches	alcedo	nación de indios	cultural groups	Yucatán	
13660	Quebec	alcedo	ciudad	citys		
13661	Quebracho	alcedo	rio	rivers	Buenos Ayres	
13662	Quebrada	alcedo	pueblo	towns	Darien	
13663	Nno	alcedo	pueblo	towns	Maracaibo	
13664	Nno	alcedo	rio	rivers	Tucuman	
13665	Quebrada	alcedo	pueblo	towns	Corregimiento de Tomina	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000101]
13666	Quebrada	alcedo	pueblo	towns	jurisdicción de la Villa de Honda	
13667	Quebrada	alcedo	pueblo	towns	Maracaibo	
13668	Quebradas	alcedo	rio	rivers		
13669	Quecas	alcedo	nación de indios	cultural groups	Nuevo Reyno de Granada	
13670	Quechitalla	alcedo	pueblo	towns	Corregimiento de Parinacochas	
13671	Quecholac	alcedo	valle	valleys	Tepeaca	
13672	Quechollan	alcedo	pueblo	towns	Nueva España	
13673	Quechua	alcedo	nación de indios	cultural groups	Reyno dPerú	
13674	Quecholtenango	alcedo	pueblo	towns	Chilapa	
13675	Quechula	alcedo	pueblo	towns	Tepeaca	[https://www.hgis-indias.net/dokuwiki/doku.php?id=2000084]
13676	Quedo	alcedo	isla	islands		
13677	Quehue	alcedo	pueblo	towns	Corregimiento de Tinta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000376]
13678	Quelendana	alcedo	montaña	mountains	Corregimiento de Tacunga	
13679	Quelenes	alcedo	montaña	mountains	Chiapa	
13680	Quelepa	alcedo	pueblo	towns	Reyno de Guatemala	[https://www.hgis-indias.net/dokuwiki/doku.php?id=2000487]
13681	Quellca	alcedo	provincia	provinces	Corregimiento de Santa	
13682	Quema	alcedo	rio	rivers		
13683	Quemada	alcedo	isla	islands		
13684	Quemado	alcedo	puerto	ports	Corregimiento de Ica	
13685	Quemado	alcedo	puerto	ports	Darien	
13686	Quemahoning	alcedo	rio	rivers		
13687	Quemara	alcedo				
13689	Quemes	alcedo	pueblo	towns	Corregimiento de Lipes	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000506]
13690	Quendi	alcedo	rio	rivers	Paraguay	
13691	Quene	alcedo	fuerte	inhabited places		
13692	Quenebang	alcedo	rio	rivers		
13693	Queneque	alcedo	pueblo	towns	Corregimiento de Carabaya	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000524]
13694	Quensborough	alcedo	ciudad	citys		
13696	Quens	alcedo	condado	countys		
13697	Quens	alcedo	ciudad	citys		
13698	Quentepec	alcedo	pueblo	towns	Nueva España	
13699	Quento	alcedo	lago	lakes		
13700	Quepe	alcedo	rio	rivers	Reyno de Chile	
13701	Quepeti	alcedo	rio	rivers	Darien	
13702	Queracoto	alcedo	pueblo	towns	Corregimiento de Caxamarca	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001364]
13703	Querco	alcedo	pueblo	towns	Corregimiento de Castro Virreyna	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000635]
13704	Queretaro	alcedo	provincia	provinces		
13705	Queretaro	alcedo	ciudad	citys		[https://www.hgis-indias.net/dokuwiki/doku.php?id=1000098]
13706	Quero	alcedo	pueblo	towns	Corregimiento de Riobamba	
13707	Quero	alcedo	pueblo	towns	Corregimiento de Caxamarquilla	
13708	Querobamba	alcedo	pueblo	towns	Corregimiento de Lucanas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000507]
13709	Queromaca	alcedo	pueblo	towns	Jaén de Bracamoros	
13710	Quesaltenango	alcedo	alcaldía mayor	inhabited places	Reyno de Guatemala	
13711	Quescomate	alcedo	pueblo	towns	Cholula	
13712	Quesne	alcedo	fuerte	inhabited places		
13713	Quetzala	alcedo	pueblo	towns	Zaqualpa	
13714	Quetzalapa	alcedo	pueblo	towns	Igualapa	
13715	Quetzalapan	alcedo	pueblo	towns	Teutila	
13716	Quetzuapa	alcedo	pueblo	towns	Tlapa	
13717	Queule	alcedo	rio	rivers	Reyno de Chile	
13718	Queule	alcedo	punta	capes		
13719	Quexemis	alcedo	rio	rivers	Guayaquil	
13720	Quezaltepecs	alcedo	pueblo	towns	Nexapa	
13721	Quezaltepecs	alcedo	pueblo	towns	Reyno de Guatemala	
13722	Quezaltepec	alcedo	pueblo	towns	Nueva España	
13723	Quezalutia	alcedo	reyno	kingdoms	Reyno de Guatemala	
13724	Quezatlapan	alcedo	rio	rivers	Tabasco	
13725	Quiabaya	alcedo	pueblo	towns	Corregimiento de Larecaxa	
13726	Quiabislan	alcedo	pueblo	towns	Nueva España	
13727	Quiaca	alcedo	pueblo	towns	Corregimiento de Carabaya	
13728	Quiamare	alcedo	pueblo	towns	Barcelona	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000505]
13729	Quianna	alcedo	pueblo	towns	Nuevo México	
13730	Quiatoni	alcedo	pueblo	towns	Teutitlán	
13731	Quibdo	alcedo	pueblo	towns	Darien	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000006]
13732	Quibi	alcedo	pueblo	towns	Corregimiento de Canta	
13733	Quibilla	alcedo	provincia	provinces	Corregimiento de Huamalies	
13734	Quibiquias	alcedo	nación de indios	cultural groups		
13735	Quibo	alcedo	isla	islands	Reyno de Tierra Firme	
13736	Quibor	alcedo	pueblo	towns	Venezuela	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000146]
13737	Quibundoi	alcedo	rio	rivers		
13738	Quibundoi	alcedo	reyno	kingdoms	Atacames	
13739	Quiburio	alcedo			Sonora	
13740	Quicapous	alcedo	pueblo	towns		
13741	Quicapous	alcedo	rio	rivers		
13742	Quicaro	alcedo	isla	islands	Veragua	
13743	Quichaya	alcedo	pueblo	towns	Popayán	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600670]
13744	Quiche	alcedo	pueblo	towns	Reyno de Guatemala	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000342]
13745	Quiches	alcedo	pueblo	towns	la Luisiana	
13746	Quichuai	alcedo	pueblo	towns	Corregimiento de Xauja	
13747	Quicuima	alcedo	rio	rivers	Nuevo Reyno de Granada	
13748	Quidico	alcedo	rio	rivers	Reyno de Chile	
13749	Quiebra	alcedo				
13750	Quiebra	alcedo	pueblo	towns	Popayán	
13751	Quiebra	alcedo	islote	islands	Reyno de Chile	
13752	Quiebras	alcedo	pueblo	towns	Perú	
13753	Quiechapa	alcedo	pueblo	towns	Nexapa	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1000160]
13754	Quieguelani	alcedo	pueblo	towns		
13755	Quieounan	alcedo	ensenada	inlets		
13756	Quilacoia	alcedo			Corregimiento de la Concepción	
13757	Quilaquila	alcedo	pueblo	towns	Corregimiento de Yamparaes	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000078]
13758	Quilca	alcedo	pueblo	towns	Corregimiento de Camaná	
13759	Quilca	alcedo	pueblo	towns	Corregimiento de Ibarra	
13760	Quilca	alcedo	provincia	provinces	Guayaquil	
13761	Quilcata	alcedo	pueblo	towns	Corregimiento de Parinacochas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000569]
13762	Quilifayes	alcedo	nación de indios	cultural groups	Nuevo Reyno de Granada	
13763	Quilimari	alcedo	pueblo	towns	Corregimiento de Quillota	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000241]
13764	Quilimari	alcedo	rio	rivers		
13765	Quiliten	alcedo	pueblo	towns	Cartagena	
13766	Quillacollo	alcedo	pueblo	towns	Corregimiento de Cochabamba	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000098]
13767	Quillacoya	alcedo			Reyno de Chile	
13768	Quillai	alcedo	pueblo	towns	Corregimiento de Chachapoyas	
13769	Quilla	alcedo	nación de indios	cultural groups	Corregimiento de Pasto	
13770	Quille	alcedo	pueblo	towns	Corregimiento de Chilques y Masques	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000304]
13771	Quillen	alcedo	rio	rivers	Reyno de Chile	
13772	Quillimsar	alcedo	provincia	provinces	Tucumán	
13773	Quillin	alcedo	puerto	ports	Reyno de Chile	
13774	Quillo	alcedo	pueblo	towns	Corregimiento de Santa	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000898]
13775	Quillota	alcedo	provincia	provinces	Reyno de Chile	
13776	Quillota	alcedo	rio	rivers		
13777	Quilpolemu	alcedo	pueblo	towns	partido de Chanco	
13778	Quillunza	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000256]
13779	Quilme	alcedo	pueblo	towns	Buenos Ayres	
13780	Quilme	alcedo	pueblo	towns	Tucumán	
13781	Quilmo	alcedo	rio	rivers	Reyno de Chile	
13782	Quimbaya	alcedo	provincia	provinces	Nuevo Reyno de Granada	
13783	Quimecas	alcedo	nacion	nations		
13784	Quimi	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000447]
13785	Quimiac	alcedo	pueblo	towns	Corregimiento de Riobamba	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600262]
13786	Quirimi	alcedo	pueblo	towns	Tarma	
13787	Quimistacas	alcedo	pueblo	towns	Corregimiento de Moquehua	
13788	Quimixtlan	alcedo	pueblo	towns	Nueva España	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1003455]
13789	Quimos	alcedo	nación de indios	cultural groups	Reyno dPerú	
13790	Quinancipi	alcedo	pueblo	towns	Nuevo Reyno de Granada	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000644]
13791	Quinara	alcedo	llano	plains	Corregimiento de Loxa	
13792	Quinchamali	alcedo	laguna	lagoons	Reyno de Chile	
13793	Quinche	alcedo	pueblo	towns	Reyno de Quito	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600229]
13794	Quinchias	alcedo	nacion	nations	Nuevo Reyno de Granada	
13795	Quincoai	alcedo	pueblo	towns	Corregimiento de Yauyos	
13796	Quindio	alcedo	montaña	mountains	Popayán	
13797	Quinel	alcedo	pueblo	towns	Reyno de Chile	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000478]
13798	Quiñinanco	alcedo	pueblo	towns	Valdivia	
13799	Quinualca	alcedo	pueblo	towns	Corregimiento de Chachapoyas	
13800	Quino	alcedo	rio	rivers	Corregimiento de Pasto	
13801	Quinoa	alcedo	pueblo	towns	Corregimiento de Huanta	
13802	Quinoaloma	alcedo	montaña	mountains	Reyno de Quito	
13803	Quinota	alcedo	pueblo	towns	Corregimiento de Chumbivilcas	
13804	Quinta	alcedo	pueblo	towns	Corregimiento de Riobamba	
13805	Quintai	alcedo	pueblo	towns	Corregimiento de Caxatambo	
13806	Quintero	alcedo	mar	seas	Reyno de Chile	
13807	Quintero	alcedo	pueblo	towns	Mariquita	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600684]
13808	Quinti	alcedo	pueblo	towns	Corregimiento de Guarochiri	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000814]
13809	Quinti	alcedo				
13810	Quintin	alcedo	pueblo	towns	Reyno del Nueva Vizcaya	
13811	Quinto	alcedo	rio	rivers	Tucumán	
13812	Quintoque	alcedo	pueblo	towns	Reyno de Chile	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000394]
13813	Quintzio	alcedo	pueblo	towns	Valladolid	
13814	Quino	alcedo	rio	rivers	Reyno de Chile	
13815	Quinualla	alcedo	nacion	nations	Perú	
13816	Quiotepeque	alcedo	pueblo	towns	Cuicatlán	
13817	Quiovecovet	alcedo	rio	rivers	la Luisiana	
13818	Quipama	alcedo	pueblo	towns	Corregimiento de Tunja	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000491]
13819	Quipan	alcedo	pueblo	towns	Corregimiento de Canta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000734]
13820	Quiparacra	alcedo	pueblo	towns	Tarma	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001211]
13821	Quipas	alcedo	pueblo	towns	Corregimiento de Huamalies	
13822	Quipai	alcedo				
13823	Quipolemu	alcedo	pueblo	towns	Corregimiento de Chillan	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000341]
13824	Quiquibe	alcedo	rio	rivers	Perú	
13825	Quiquibougat	alcedo	isla	islands		
13826	Quiquijana	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000334]
13827	Quirabas	alcedo	nación de indios	cultural groups	Brazil	
13828	Quirandies	alcedo	nación de indios	cultural groups	Buenos Ayres	
13829	Quirapui	alcedo	rio	rivers	Paraguay	
13830	Quirereches	alcedo	pueblo	towns	la Luisiana	
13831	Quiri	alcedo				
13832	Quiri	alcedo			Nexapa	
13833	Quirin	alcedo	pueblo	towns	Corregimiento de Huamalies	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001082]
13834	Quirinire	alcedo	laguna	lagoons		
13835	Quiripui	alcedo	rio	rivers		
13836	Quiriquina	alcedo			Reyno de Chile	
13837	Quiriquiripas	alcedo	nación de indios	cultural groups		
13838	Quirosr	alcedo			Corregimiento de Piura	
13839	Quirotoa	alcedo	laguna	lagoons	Reyno de Quito	
13840	Quirpon	alcedo	isla	islands		
13841	Quirrubas	alcedo	nación de indios	cultural groups	Nuevo Reyno de Granada	
13842	Quirue	alcedo	pueblo	towns	Corregimiento de Porco	
13843	Quisahuara	alcedo	pueblo	towns	Corregimiento de Castro Virreyna	
13844	Quisapincha	alcedo	pueblo	towns	Reyno de Quito	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600244]
13845	Quiseo	alcedo	pueblo	towns	Reyno de Nueva Galicia	
13846	Quishuares	alcedo	pueblo	towns	Corregimiento de Quispicanchi	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000335]
13847	Quismes	alcedo	pueblo	towns	Buenos Ayres	
13848	Quisopango	alcedo	pueblo	towns	Corregimiento de Caxamarquilla	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001566]
13849	Quispicanchi	alcedo	provincia	provinces		
13850	Quispis	alcedo	pueblo	towns	Corregimiento de Chachapoyas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001292]
13851	Quisque	alcedo	pueblo	towns	Corregimiento de Yauyos	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000937]
13852	Quisquis	alcedo	pueblo	towns	Corregimiento de Santa	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000897]
13853	Quisu	alcedo	rio	rivers	Reyno de Chile	
13854	Quita	alcedo	pueblo	towns	Reyno de Chile	
13855	Quita	alcedo			Reyno de Tierra Firme	
13856	Quita	alcedo	baxo	valleys	Yucatán	
13857	Quitatue	alcedo	pueblo	towns	Reyno de Chile	
13858	Quitepec	alcedo	pueblo	towns	Reyno de Guatemala	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1004102]
13859	Quitlabaca	alcedo	pueblo	towns	Nueva España	
13860	Quitlaguze	alcedo	pueblo	towns	Nueva España	
13861	Quito	alcedo	reyno	kingdoms	Reyno de Quito	
13862	Quito	alcedo	provincia	provinces		
13863	Dcc	alcedo			Nuevo Reyno de Granada	
13864	Dcc	alcedo	provincia	provinces	Chocó	
13865	Quiva	alcedo	provincia	provinces		
13866	Quivio	alcedo	pueblo	towns	Corregimiento de Chumbivilcas	
13867	Quiviquinta	alcedo	pueblo	towns	Nueva España	
13868	Quivira	alcedo	provincia	provinces	Nuevo México	
13869	Quixe	alcedo	pueblo	towns	Corregimiento de Lucanas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000547]
13870	Quixos	alcedo	provincia	provinces	Reyno de Quito	
13871	Quixos	alcedo	rio	rivers		
13872	Quiziapa	alcedo	pueblo	towns	Tlapa	
13873	Quizu	alcedo	pueblo	towns	Corregimiento de Canta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000714]
13874	Qulhuacan	alcedo	pueblo	towns	Nueva España	
13875	Quohan	alcedo	valle	valleys		
13876	Quorurupa	alcedo	rio	rivers		
13877	Rabel	alcedo	punta	capes		
13878	Rabijunco	alcedo	punta	capes		
13879	Rabinal	alcedo	pueblo	towns	Vera Paz	[https://www.hgis-indias.net/dokuwiki/doku.php?id=2000143]
13880	Rabinal	alcedo	monte	mountains		
13881	Rabo	alcedo	rio	rivers	Buenos Ayres	
13882	Racar	alcedo	pueblo	towns	Corregimiento de Cuenca	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600423]
13883	Racas	alcedo	pueblo	towns	Corregimiento de Tarma	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001215]
13884	Racine	alcedo	rio	rivers	la Luisiana	
13885	Raclla	alcedo	pueblo	towns	Corregimiento de Caxatambo	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001009]
13886	Racoon	alcedo	rio	rivers		
13887	Racoon	alcedo	isla	islands		
13888	Rada	alcedo	ensenada	inlets	Cartagena	
13889	Rade	alcedo	ensenada	inlets		
13890	Radgon	alcedo	estrecho	straits		
13891	Radnor	alcedo	ciudad	citys		
13892	Rafael	alcedo	pueblo	towns	Perú	
13893	Rafael	alcedo	pueblo	towns	California	
13894	Rafael	alcedo	provincia	provinces	Venezuela	
13895	Rafael	alcedo	provincia	provinces	Sonora	
13896	Rafael	alcedo	reyno	kingdoms	Reyno de Guatemala	
13897	Rafael	alcedo	provincia	provinces	Corregimiento de Puchacay	
13898	Rafael	alcedo	reyno	kingdoms	Veragua	
13899	Rafael	alcedo	isla	islands		
13900	Rage	alcedo	cabo	capes		
13902	Ragged	alcedo	punta	capes		
13903	Ragged	alcedo	isla	islands		
13904	Raimundo	alcedo	pueblo	towns	Brazil	
13905	Raimundo	alcedo	pueblo	towns		[https://www.hgis-indias.net/dokuwiki/doku.php?id=2000221]
13906	Raines	alcedo	isla	islands		
13907	Rainham	alcedo	ciudad	citys		
13908	Rais	alcedo	pueblo	towns		
13909	Raisin	alcedo	rio	rivers		
13910	Rajan	alcedo	pueblo	towns	Corregimiento de Caxatambo	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000970]
13911	Ralemo	alcedo	rio	rivers	Reyno de Chile	
13912	Ramada	alcedo	villa	towns	Santa Marta	
13913	Ramada	alcedo	pueblo	towns	Corregimiento de Chichas y Tarija	
13914	Ramadilla	alcedo	pueblo	towns	Corregimiento de Copiapó	
13915	Ramallos	alcedo	rio	rivers	Buenos Ayres	
13916	Ramaus	alcedo	islote	islands		
13917	Rame	alcedo	isla	islands		
13918	Ramiers	alcedo	isla	islands		
13919	Ramiquiri	alcedo	pueblo	towns	Corregimiento de Tunja	
13920	Ramirez	alcedo	isla	islands		
13921	Rami	alcedo	rio	rivers	Mainas	
13922	Ramon	alcedo	pueblo	towns	Cinaloa	
13923	Ramos	alcedo	rio	rivers	Nuevo Reyno de León	
13924	Ranas	alcedo	baxo	valleys		
13925	Rancagua	alcedo	provincia	provinces	Reyno de Chile	
13926	Rancagua	alcedo				[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000259]
13927	Rancas	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001200]
13928	Rancheria	alcedo	pueblo	towns	Venezuela	
13929	Rancherias	alcedo	pueblo	towns	Darien	
13930	Rancherias	alcedo			Veragua	
13931	Rancho	alcedo	pueblo	towns	Darien	
13932	Rancho	alcedo	pueblo	towns	Tucuman	
